"County","FIPS","Year","Gender","Age Cohort","Variable","Measure Type","Value"
"Hartford County","09003",2020,"Female","70 to 74 years","Projected Population","Percent",4.85
"Hartford County","09003",2020,"Female","75 to 79 years","Projected Population","Number",16038
"Hartford County","09003",2020,"Female","75 to 79 years","Projected Population","Percent",3.36
"Hartford County","09003",2020,"Female","80 to 84 years","Projected Population","Number",11289
"Hartford County","09003",2020,"Female","80 to 84 years","Projected Population","Percent",2.37
"Hartford County","09003",2020,"Female","85 to 89 years","Projected Population","Number",8743
"Hartford County","09003",2020,"Female","85 to 89 years","Projected Population","Percent",1.83
"Hartford County","09003",2020,"Female","90 years and Over","Projected Population","Number",7653
"Hartford County","09003",2020,"Female","90 years and Over","Projected Population","Percent",1.6
"Hartford County","09003",2020,"Male","Total","Projected Population","Number",448197
"Hartford County","09003",2020,"Male","Total","Projected Population","Percent",48.43
"Hartford County","09003",2020,"Male","0 to 4 years","Projected Population","Number",25573
"Hartford County","09003",2020,"Male","0 to 4 years","Projected Population","Percent",5.71
"Hartford County","09003",2020,"Male","5 to 9 years","Projected Population","Number",25505
"Hartford County","09003",2020,"Male","5 to 9 years","Projected Population","Percent",5.69
"Hartford County","09003",2020,"Male","10 to 14 years","Projected Population","Number",26740
"Hartford County","09003",2020,"Male","10 to 14 years","Projected Population","Percent",5.97
"Hartford County","09003",2020,"Male","15 to 19 years","Projected Population","Number",32088
"Hartford County","09003",2020,"Male","15 to 19 years","Projected Population","Percent",7.16
"Hartford County","09003",2020,"Male","20 to 24 years","Projected Population","Number",32048
"Hartford County","09003",2020,"Male","20 to 24 years","Projected Population","Percent",7.15
"Hartford County","09003",2020,"Male","25 to 29 years","Projected Population","Number",27335
"Hartford County","09003",2020,"Male","25 to 29 years","Projected Population","Percent",6.1
"Hartford County","09003",2020,"Male","30 to 34 years","Projected Population","Number",25884
"Hartford County","09003",2020,"Male","30 to 34 years","Projected Population","Percent",5.78
"Hartford County","09003",2020,"Male","35 to 39 years","Projected Population","Number",30595
"Hartford County","09003",2020,"Male","35 to 39 years","Projected Population","Percent",6.83
"Hartford County","09003",2020,"Male","40 to 44 years","Projected Population","Number",28170
"Hartford County","09003",2020,"Male","40 to 44 years","Projected Population","Percent",6.29
"Hartford County","09003",2020,"Male","45 to 49 years","Projected Population","Number",27794
"Hartford County","09003",2020,"Male","45 to 49 years","Projected Population","Percent",6.2
"Hartford County","09003",2020,"Male","50 to 54 years","Projected Population","Number",30459
"Hartford County","09003",2020,"Male","50 to 54 years","Projected Population","Percent",6.8
"Hartford County","09003",2020,"Male","55 to 59 years","Projected Population","Number",32810
"Hartford County","09003",2020,"Male","55 to 59 years","Projected Population","Percent",7.32
"Hartford County","09003",2020,"Male","60 to 64 years","Projected Population","Number",31125
"Hartford County","09003",2020,"Male","60 to 64 years","Projected Population","Percent",6.94
"Hartford County","09003",2020,"Male","65 to 69 years","Projected Population","Number",24784
"Hartford County","09003",2020,"Male","65 to 69 years","Projected Population","Percent",5.53
"Hartford County","09003",2020,"Male","70 to 74 years","Projected Population","Number",19272
"Hartford County","09003",2020,"Male","70 to 74 years","Projected Population","Percent",4.3
"Hartford County","09003",2020,"Male","75 to 79 years","Projected Population","Number",12594
"Hartford County","09003",2020,"Male","75 to 79 years","Projected Population","Percent",2.81
"Hartford County","09003",2020,"Male","80 to 84 years","Projected Population","Number",7629
"Hartford County","09003",2020,"Male","80 to 84 years","Projected Population","Percent",1.7
"Hartford County","09003",2020,"Male","85 to 89 years","Projected Population","Number",4733
"Hartford County","09003",2020,"Male","85 to 89 years","Projected Population","Percent",1.06
"Hartford County","09003",2020,"Male","90 years and Over","Projected Population","Number",3059
"Hartford County","09003",2020,"Male","90 years and Over","Projected Population","Percent",0.68
"Hartford County","09003",2025,"All","Total","Projected Population","Number",936810
"Hartford County","09003",2025,"All","Total","Projected Population","Percent",25.01
"Hartford County","09003",2025,"All","0 to 4 years","Projected Population","Number",49474
"Hartford County","09003",2025,"All","0 to 4 years","Projected Population","Percent",5.28
"Hartford County","09003",2025,"All","5 to 9 years","Projected Population","Number",50251
"Hartford County","09003",2025,"All","5 to 9 years","Projected Population","Percent",5.36
"Hartford County","09003",2025,"All","10 to 14 years","Projected Population","Number",51887
"Hartford County","09003",2025,"All","10 to 14 years","Projected Population","Percent",5.54
"Hartford County","09003",2025,"All","15 to 19 years","Projected Population","Number",58265
"Hartford County","09003",2025,"All","15 to 19 years","Projected Population","Percent",6.22
"Hartford County","09003",2025,"All","20 to 24 years","Projected Population","Number",59547
"Hartford County","09003",2025,"All","20 to 24 years","Projected Population","Percent",6.36
"Hartford County","09003",2025,"All","25 to 29 years","Projected Population","Number",55752
"Hartford County","09003",2025,"All","25 to 29 years","Projected Population","Percent",5.95
"Hartford County","09003",2025,"All","30 to 34 years","Projected Population","Number",55638
"Hartford County","09003",2025,"All","30 to 34 years","Projected Population","Percent",5.94
"Hartford County","09003",2025,"All","35 to 39 years","Projected Population","Number",55843
"Hartford County","09003",2025,"All","35 to 39 years","Projected Population","Percent",5.96
"Hartford County","09003",2025,"All","40 to 44 years","Projected Population","Number",64442
"Hartford County","09003",2025,"All","40 to 44 years","Projected Population","Percent",6.88
"Hartford County","09003",2025,"All","45 to 49 years","Projected Population","Number",58214
"Hartford County","09003",2025,"All","45 to 49 years","Projected Population","Percent",6.21
"Hartford County","09003",2025,"All","50 to 54 years","Projected Population","Number",57247
"Hartford County","09003",2025,"All","50 to 54 years","Projected Population","Percent",6.11
"Hartford County","09003",2025,"All","55 to 59 years","Projected Population","Number",61858
"Hartford County","09003",2025,"All","55 to 59 years","Projected Population","Percent",6.6
"Hartford County","09003",2025,"All","60 to 64 years","Projected Population","Number",65909
"Hartford County","09003",2025,"All","60 to 64 years","Projected Population","Percent",7.04
"Hartford County","09003",2025,"All","65 to 69 years","Projected Population","Number",60702
"Hartford County","09003",2025,"All","65 to 69 years","Projected Population","Percent",6.48
"Hartford County","09003",2025,"All","70 to 74 years","Projected Population","Number",47626
"Hartford County","09003",2025,"All","70 to 74 years","Projected Population","Percent",5.08
"Hartford County","09003",2025,"All","75 to 79 years","Projected Population","Number",37032
"Hartford County","09003",2025,"All","75 to 79 years","Projected Population","Percent",3.95
"Hartford County","09003",2025,"All","80 to 84 years","Projected Population","Number",23147
"Hartford County","09003",2025,"All","80 to 84 years","Projected Population","Percent",2.47
"Hartford County","09003",2025,"All","85 to 89 years","Projected Population","Number",13547
"Hartford County","09003",2025,"All","85 to 89 years","Projected Population","Percent",1.45
"Hartford County","09003",2025,"All","90 years and Over","Projected Population","Number",10429
"Hartford County","09003",2025,"All","90 years and Over","Projected Population","Percent",1.11
"Hartford County","09003",2025,"Female","Total","Projected Population","Number",483109
"Hartford County","09003",2025,"Female","Total","Projected Population","Percent",51.57
"Hartford County","09003",2025,"Female","0 to 4 years","Projected Population","Number",24180
"Hartford County","09003",2025,"Female","0 to 4 years","Projected Population","Percent",5.01
"Hartford County","09003",2025,"Female","5 to 9 years","Projected Population","Number",24527
"Hartford County","09003",2025,"Female","5 to 9 years","Projected Population","Percent",5.08
"Hartford County","09003",2025,"Female","10 to 14 years","Projected Population","Number",25406
"Hartford County","09003",2025,"Female","10 to 14 years","Projected Population","Percent",5.26
"Hartford County","09003",2025,"Female","15 to 19 years","Projected Population","Number",28841
"Hartford County","09003",2025,"Female","15 to 19 years","Projected Population","Percent",5.97
"Hartford County","09003",2025,"Female","20 to 24 years","Projected Population","Number",28527
"Hartford County","09003",2025,"Female","20 to 24 years","Projected Population","Percent",5.9
"Hartford County","09003",2025,"Female","25 to 29 years","Projected Population","Number",27226
"Hartford County","09003",2025,"Female","25 to 29 years","Projected Population","Percent",5.64
"Hartford County","09003",2025,"Female","30 to 34 years","Projected Population","Number",27298
"Hartford County","09003",2025,"Female","30 to 34 years","Projected Population","Percent",5.65
"Hartford County","09003",2025,"Female","35 to 39 years","Projected Population","Number",28700
"Hartford County","09003",2025,"Female","35 to 39 years","Projected Population","Percent",5.94
"Hartford County","09003",2025,"Female","40 to 44 years","Projected Population","Number",33192
"Hartford County","09003",2025,"Female","40 to 44 years","Projected Population","Percent",6.87
"Hartford County","09003",2025,"Female","45 to 49 years","Projected Population","Number",29972
"Hartford County","09003",2025,"Female","45 to 49 years","Projected Population","Percent",6.2
"Hartford County","09003",2025,"Female","50 to 54 years","Projected Population","Number",29907
"Hartford County","09003",2025,"Female","50 to 54 years","Projected Population","Percent",6.19
"Hartford County","09003",2025,"Female","55 to 59 years","Projected Population","Number",32357
"Hartford County","09003",2025,"Female","55 to 59 years","Projected Population","Percent",6.7
"Hartford County","09003",2025,"Female","60 to 64 years","Projected Population","Number",34901
